"corte_publicacion","codigo_entidad","entidad","grupo_institucional","codigo_grupo_institucional","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","resultado_neto_estimado_sin_ori_miles_pesos","intereses_por_prestamos_personales_miles_pesos","intereses_personales_pesos_cuenta_511107_miles_pesos","intereses_personales_moneda_extranjera_cuenta_515107_miles_pesos","ingresos_financieros_totales_miles_pesos","egresos_financieros_totales_miles_pesos","cargo_por_incobrabilidad_total_miles_pesos","ingresos_por_servicios_totales_miles_pesos","gastos_administracion_totales_miles_pesos","intereses_personales_sobre_ingresos_financieros_pct","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","prestamos_personales_sobre_activo_pct","previsiones_sobre_prestamos_personales_pct","resultado_neto_sobre_activo_pct_no_anualizado","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","unidad_balance","nota_comparabilidad"
"2024-06","310","BANCO DEL SOL S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","-5996768",,"-5996768",,,,"33817366","14727006","1824010","376225","19877211","0","6568575","154739335","-1931885","4,244929","-29,411021","-3,8754","-25,78","-7,03","92,53","32,94","-1,77","15,73","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","311","NUEVO BANCO DEL CHACO S. A.","Bancos P�blicos","Casa Central","Jun-2024","Jun-2024","2513785",,"2513785","22738427","22738427",,"171953324","70778658","2184823","12777916","62778116","13,223604","49248354","681326601","-6019903","7,228303","-12,223562","0,368954","9,98","2,17","78,81","35,62","-0,86","1,91","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","312","BANCO VOII S.A.","Bancos Locales de Capital Nacional","Casa Matriz","Jun-2024","Jun-2024","-1047496",,"-1047496","2902029","2902029",,"13830571","14830399","49171","223485","4993464","20,982713","10552950","67481269","-206371","15,63834","-1,955576","-1,552277","-87,69","-13,5","119,39","-13,89","-0,31","2,72","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","315","BANCO DE FORMOSA S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","21787645",,"21787645","11050373","11050373",,"136345731","19573607","1479959","4357946","45312879","8,104671","23373798","581586010","-1658600","4,018975","-7,09598","3,746246","26,74","5,7","89,09","46,72","-0,48","3,65","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","319","BANCO CMF S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","9718834","-17332831","27051665",,,,"167745496","70184494","3296769","2558769","16336943","0",,"412658444","-4699397","0",,"6,555461","26,58","8,57","103,96","45,9","-1,33","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","321","BANCO DE SANTIAGO DEL ESTERO S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","5416146",,"5416146",,,,"237526407","72869523","2150739","15616117","36032490","0","39062235","969804266","-4817574","4,027847","-12,333073","0,558478","-11,07","-4,58","79,21","48,44","-0,45","5,89","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","322","BANCO INDUSTRIAL S.A.","Bancos Locales de Capital Nacional","Casa Central no operativa","Jun-2024","Jun-2024","49517057",,"49517057","10979350","10979350",,"653830871","416119676","5836388","36175383","80719962","1,679234","23236734","1957879162","-16166603","1,186832","-69,573474","2,529117","35,83","5,86","65,23","39,81","-2,02","2,66","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","330","NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","-3291293","-3899681","608388","34953253","34953253",,"526574669","351304277","7083270","41498814","104273616","6,637853","88297873","2110370463","-5629121","4,183999","-6,375149","0,028828","14,68","3,74","76,3","21,63","-0,49","1,19","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","331","BANCO CETELEM ARGENTINA S.A.","Bancos Locales de Capital Extranjero","Casa Central no operativa","Jun-2024","Mar-2024","-1559042",,"-1559042",,,,"476937","56240",,"19","954884","0",,"3553531",,"0",,"-43,873038","-196,13","-146,45","93,15","42,11","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","332","BANCO DE SERVICIOS FINANCIEROS S.A.","Bancos Locales de Capital Extranjero","Casa Central","Jun-2024","Mar-2024","-5347243",,"-5347243",,,,"29291555","13616305","5857560","14036714","16040671","0","1803205","103951591","-6067096","1,734658","-336,4618","-5,143974","-59,11","-14,38","70,08","32,97","-10,92","14,2","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","338","BANCO DE SERVICIOS Y TRANSACCIONES S.A.","Bancos Locales de Capital Nacional","Casa Central no operativa","Jun-2024","Jun-2024","35007407",,"35007407","193223","193223",,"150365703","37986976","439958","5219764","17705590","0,128502","486512","358606595","-1301825","0,135667","-267,583328","9,762064","106,23","21,57","80,93","80,2","-1,79","0,13","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","339","RCI BANQUE S.A.","Bancos Sucursales de Entidades Financieras del Ext","Casa Central","Jun-2024","Jun-2024","-7628769",,"-7628769",,,,"28470144","11768346","135797","43315","3389401","0",,"68536235","-81481","0",,"-11,131001","-27,11","-10,84","103,77","53,74","-0,18","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","340","BACS BANCO DE CREDITO Y SECURITIZACION S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","4540509",,"4540509",,,,"66872326","50239897","127038","800850","6197475","0","0","135385817","-95673","0",,"3,353755","40,64","3,71","77,93","24,03","-0,09","21,62","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","341","BANCO MASVENTAS S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","-1648371","2","-1648373","942539","942539",,"3942674","2900258","121504","542996","2714960","23,906085","1134598","24716865","-230942","4,59038","-20,354522","-6,669021","-30,22","-7,81","94,71","12,89","-0,82","13,64","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","384","WILOBANK S.A.U.","Bancos Locales de Capital Nacional","Casa Central no operativa","Jun-2024","Jun-2024","-3076458",,"-3076458","15243","15243",,"18526078","13120466","34657","1157166","4970204","0,082279","58550","111558828","-28314","0,052484","-48,358668","-2,7577","-111,04","-17,06","32,12","22,01","-0,07","0,75","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","386","NUEVO BANCO DE ENTRE R�OS S.A.","Bancos Locales de Capital Nacional","Casa Central no operativa","Jun-2024","Jun-2024","30375510",,"30375510","17260169","17260169",,"293958536","121549360","2392977","22651518","53394014","5,871634","43623324","1048756261","-3172119","4,159529","-7,271612","2,896336","30,47","8,45","71,04","42,74","-0,45","1,05","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","389","BANCO COLUMBIA S.A.","Bancos Locales de Capital Nacional","Casa Matriz","Jun-2024","Jun-2024","47854860",,"47854860",,,,"76038239","68106277","3553859","12297682","32490284","0","35187819","355700084","-4501018","9,892553","-12,791409","13,453711","130,66","18,11","106,22","11,96","-2,47","10,24","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","426","BANCO BICA S.A.","Bancos Locales de Capital Nacional","Casa Central no operativa","Jun-2024","Jun-2024","3209343",,"3209343","2046116","2046116",,"40142004","17822482","426881","2482985","7462473","5,097194","4604117","97602012","-414290","4,717236","-8,998251","3,288193","17,73","4,14","88,56","40,02","-0,59","1,61","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","431","BANCO COINAG S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","4561100",,"4561100","893872","893872",,"43198378","16323103","630807","2678927","11917105","2,069226","1821359","122634802","-714822","1,485189","-39,246628","3,719254","39,57","8,57","84,78","58,74","-1,73","1,48","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","432","BANCO DE COMERCIO S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","1433298",,"1433298","553297","553297",,"18295221","3627067","102624","1058926","3648929","3,024271","976408","62149255","-167079","1,57107","-17,111597","2,306219","60,55","18,21","92,58","72,25","-0,41","4,7","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","435","BANCO SUCREDITO REGIONAL S.A.U.","Bancos Locales de Capital Nacional","Casa Matriz","Jun-2024","Jun-2024","-915528",,"-915528","57197","57197",,"2703171","176918","42578","20321","1199689","2,115922","74380","5058245","-52088","1,47047","-70,029578","-18,099716","4,51","2,61","153,92","99,8","-1,18","4,2","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","448","BANCO DINO S.A.","Bancos Locales de Capital Nacional","Casa Central","Jun-2024","Jun-2024","-6938396",,"-6938396","133178","133178",,"18801346","16857204","37130","514319","1610424","0,708343","247721","36854407","-83417","0,672161","-33,67377","-18,826503","-46,8","-13,03","80,29","31,76","-0,17","1,65","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","44077","COMPA�IA FINANCIERA ARGENTINA S.A.","Compa��as Financieras de Capital Nacional","Casa Central no operativa","Jun-2024","Jun-2024","-3120717","0","-3120717",,,,"25788416","14021483","2315918","1622562","13592922","0","23129213","71782931","-4481023","32,221048","-19,373867","-4,347436","-23,79","-4,67","114,85","32,05","-9,09","19,79","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-06","44088","VOLKSWAGEN FINANCIAL SERVICES COMPA�IA FINANCIERA S.A.","Compa��as Financieras de Capital Extranjero","Casa Central","Jun-2024","Mar-2024","4107188",,"4107188",,,,"52500288","21976664","924255","2866366","4404820","0",,"137385560","-385212","0",,"2,989534","11,24","3,77","110,47","55,77","-1,24","0,79","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
