"cd_periodo","tx_asistencia","tx_edad","nu_valor"
"201705","Tarjetas de crédito / Credit cards","50 - 54","52,0405763799912"
"201705","Tarjetas de crédito / Credit cards","55 - 59","50,4990113832991"
"201705","Tarjetas de crédito / Credit cards","60 - 64","52,4655520190708"
"201705","Tarjetas de crédito / Credit cards","65 - 69","53,0653996411704"
"201705","Tarjetas de crédito / Credit cards","70 - 74","49,2274985846125"
"201705","Tarjetas de crédito / Credit cards","75 - 79","39,754896038873"
"201705","Tarjetas de crédito / Credit cards","80 - 84","28,2637113378269"
"201705","Tarjetas de crédito / Credit cards","85 - 89","17,5397677839149"
"201705","Tarjetas de crédito / Credit Cards","TOTAL","38,5763202752607"
"201706","Adelantos / Overdrafts","15 - 19","0,125906435407242"
"201706","Adelantos / Overdrafts","20 - 24","2,28561295105031"
"201706","Adelantos / Overdrafts","25 - 29","5,60327508720637"
